,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,235,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895
1,673,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138
2,440,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
3,197,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923
4,699,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323
5,584,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013
6,299,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894
7,717,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585
8,155,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342
9,660,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824
10,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
11,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575
12,330,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068
13,52,1,0,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,195,912,1107
14,653,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639
15,697,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959
16,336,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940
17,170,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744
18,663,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693
19,63,1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,214,1730,1944
20,218,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294
21,16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,251,953,1204
22,200,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541
23,153,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968
24,604,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255
25,725,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013
26,424,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363
27,302,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627
28,602,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582
29,407,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169
30,351,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739
31,520,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641
32,562,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031
33,598,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530
34,715,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047
35,247,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940
36,269,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630
37,94,2,0,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571,734,2381,3115
38,161,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586
39,106,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795
40,204,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285
41,353,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403
42,389,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339
43,341,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705
44,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606
45,627,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073
46,687,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629
47,698,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260
48,492,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359
49,451,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558
50,442,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
51,143,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274
52,313,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109
53,563,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830
54,124,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255,2378,2633
55,91,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,307,1920,2227
56,59,1,0,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,81,1365,1446
57,279,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765
58,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855
59,127,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,1612,3102,4714
60,275,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918
61,655,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534
62,50,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,532,1103,1635
63,650,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570
64,645,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965
65,347,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523
66,147,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679
67,150,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098
68,308,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046
69,729,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341
70,526,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498
71,364,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999
72,629,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720
73,363,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423
74,224,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905
75,371,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098
76,415,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689
77,54,1,0,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,139,1778,1917
78,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
79,289,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041
80,421,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732
81,433,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382
82,202,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784
83,331,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071
84,187,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629
85,659,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090
86,258,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659
87,66,1,0,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,244,1628,1872
88,710,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170
89,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351
90,730,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796
91,474,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367
92,511,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734
93,192,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086
94,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959
95,19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,78,1572,1650
96,469,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398
97,74,1,0,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,289,1767,2056
98,290,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570
99,680,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536
100,589,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299
101,335,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727
102,3,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349
103,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
104,491,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883
105,444,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153
106,672,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847
107,272,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839
108,71,1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,724,1408,2132
109,362,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302
110,596,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865
111,370,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272
112,661,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058
113,293,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195
114,193,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258
115,348,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740
116,700,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668
117,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656
118,581,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175
119,599,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006
120,310,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649
121,276,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570
122,145,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978
123,297,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187
124,102,2,0,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034
125,651,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282
126,151,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982
127,98,2,0,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,172,1299,1471
128,420,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487
129,380,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311
130,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563
131,45,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913
132,634,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538
133,379,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493
134,484,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220
135,466,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918
136,712,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319
137,446,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
138,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118
139,426,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990
140,605,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917
141,644,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156
142,99,2,0,4,0,6,0,2,0.3425,0.341529,0.8775,0.133083,879,1576,2455
143,411,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169
144,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
145,239,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115
146,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
147,300,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659
148,169,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119
149,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
150,105,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126
151,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590
152,201,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332
153,85,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496
154,57,1,0,2,0,6,0,1,0.2825,0.282192,0.537917,0.186571,424,1545,1969
155,211,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475
156,319,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195
157,288,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217
158,329,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792
159,705,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729
160,326,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607
161,535,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099
162,367,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951
163,657,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509
164,46,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815
165,60,1,0,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,137,1714,1851
166,377,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097
167,488,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169
168,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030
169,345,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743
170,392,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456
171,21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,75,1468,1543
172,17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,117,883,1000
173,576,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597
174,296,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381
175,263,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641
176,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117
177,628,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591
178,390,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270
179,107,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744
180,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390
181,480,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633
182,142,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660
183,459,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772
184,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406
185,129,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664,3698,4362
186,333,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914
187,656,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461
188,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822
189,505,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294
190,174,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790
191,365,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485
192,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639
193,425,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834
194,366,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294
195,215,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574
196,44,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589
197,556,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569
198,167,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767
199,557,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290
200,173,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507
201,69,1,0,3,0,4,1,3,0.389091,0.385668,0.0,0.261877,46,577,623
202,216,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576
203,387,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977
204,18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,9,674,683
205,67,1,0,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,316,1817,2133
206,456,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235
207,158,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833
208,160,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915
209,667,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459
210,583,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464
211,265,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795
212,538,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905
213,579,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580
214,665,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444
215,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
216,229,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694
217,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
218,141,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805
219,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409
220,609,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350
221,570,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966
222,322,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392
223,321,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053
224,144,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492
225,256,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763
226,251,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842
227,506,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129
228,521,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998
229,675,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259
230,233,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873
231,475,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565
232,702,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649
233,248,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351
234,109,2,0,4,0,2,1,2,0.505833,0.489258,0.665833,0.157971,409,2795,3204
235,696,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087
236,394,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243
237,28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,38,1129,1167
238,431,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956
239,613,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864
240,575,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685
241,720,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128
242,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985
