,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
243,648,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392
244,72,1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,982,1435,2417
245,558,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264
246,346,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310
247,104,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267
248,157,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548
249,561,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969
250,536,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825
251,381,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298
252,89,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536
253,615,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203
254,414,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318
255,228,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725
256,323,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663
257,537,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211
258,574,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904
259,234,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758
260,666,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852
261,278,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826
262,25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,186,1799,1985
263,467,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862
264,262,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539
265,523,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055
266,617,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
267,690,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634
268,682,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269
269,225,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150
270,495,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717
271,419,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062
272,568,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459
273,267,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423
274,524,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494
275,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214
276,255,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713
277,156,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906
278,637,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415
279,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
280,532,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665
281,332,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867
282,78,1,0,3,0,6,0,1,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
283,189,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040
284,361,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162
285,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510
286,728,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095
287,295,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308
288,403,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375
289,519,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120
290,314,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933
291,481,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196
292,643,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328
293,277,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456
294,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
295,412,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005
296,82,2,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121
297,714,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611
298,304,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669
299,569,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410
300,93,2,0,4,0,0,0,1,0.378333,0.378767,0.48,0.182213,1651,1598,3249
301,703,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234
302,113,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,1462,2574,4036
303,709,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228
304,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843
305,528,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664
306,213,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266
307,517,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338
308,237,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542
309,586,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534
310,338,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485
311,163,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460
312,149,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788
313,647,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478
314,582,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824
315,27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,15,416,431
316,307,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974
317,382,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935
318,96,2,0,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,413,2395,2808
319,408,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529
320,396,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509
321,430,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333
322,592,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784
323,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162
324,439,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312
325,565,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713
326,541,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891
327,564,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786
328,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312
329,679,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992
330,465,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585
331,486,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572
332,406,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831
333,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298
334,86,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693
335,626,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869
336,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305
337,694,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277
338,39,1,0,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,64,1466,1530
339,217,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866
340,454,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133
341,168,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844
342,522,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001
343,115,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773,3300,4073
344,404,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802
345,70,1,0,3,0,5,1,2,0.316522,0.305,0.649565,0.23297,247,1730,1977
346,633,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436
347,257,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785
348,683,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094
349,571,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592
350,684,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495
351,48,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475
352,196,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538
353,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872
354,243,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058
355,373,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425
356,529,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972
357,130,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694,4109,4803
358,552,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241
359,630,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167
360,317,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717
361,385,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163
362,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
363,701,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191
364,14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,54,1367,1421
365,636,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393
366,587,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286
367,286,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913
368,154,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312
369,417,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777
370,384,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292
371,477,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624
372,226,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820
373,689,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499
374,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118
375,594,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605
376,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
377,190,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336
378,635,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733
379,112,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,177,1506,1683
380,26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,34,472,506
381,97,2,0,4,0,4,1,1,0.4375,0.433696,0.602917,0.162312,571,2570,3141
382,132,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695,4169,4864
383,43,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472
384,713,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532
385,374,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376
386,75,1,0,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117,321,1871,2192
387,572,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173
388,560,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499
389,646,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510
390,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362
391,162,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966
392,711,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501
393,268,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010
394,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840
395,461,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457
396,58,1,0,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,694,1708,2402
397,632,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907
398,664,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359
399,588,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786
400,324,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520
401,400,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832
402,507,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359
403,246,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484
404,397,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579
405,83,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865
406,508,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073
407,652,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109
408,441,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378
409,614,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112
410,677,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035
411,573,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861
412,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384
413,721,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623
414,388,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432
415,531,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363
416,327,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566
417,254,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046
418,607,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697
419,122,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,847,3554,4401
420,240,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334
421,678,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315
422,489,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421
423,716,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786
424,354,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750
425,220,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326
426,159,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401
427,152,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974
428,320,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817
429,473,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691
430,311,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035
0,15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,222,1026,1248
1,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058
2,386,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301
3,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
4,432,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916
5,100,2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,1188,1707,2895
6,349,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709
7,339,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811
8,250,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996
9,452,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102
10,706,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375
11,274,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429
12,236,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130
13,463,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857
14,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847
15,175,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991
16,165,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891
17,686,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698
18,468,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409
19,214,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845
20,611,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810
21,375,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598
22,111,2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,745,3444,4189
23,671,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986
24,514,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043
25,1,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985
26,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
27,264,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352
28,41,1,0,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,47,1491,1538
29,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648
30,410,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922
31,470,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460
32,707,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008
33,383,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376
34,450,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
35,487,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740
36,198,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302
37,183,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119
38,724,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920
39,23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,150,836,986
40,84,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210
41,73,1,0,3,0,1,1,1,0.325217,0.332,0.496957,0.136926,359,1687,2046
42,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595
43,496,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572
44,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
45,231,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153
46,688,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669
47,134,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409
48,578,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216
49,393,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023
50,81,2,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703
51,603,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053
52,49,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927
53,210,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846
54,185,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043
